O*NET-SOC Code,Title,Reading Comprehension,Active Listening,Writing,Speaking,Mathematics,Science,Critical Thinking,Active Learning,Learning Strategies,Monitoring,Social Perceptiveness,Coordination,Persuasion,Negotiation,Instructing,Service Orientation,Complex Problem Solving,Operations Analysis,Technology Design,Equipment Selection,Installation,Programming,Operations Monitoring,Operation and Control,Equipment Maintenance,Troubleshooting,Repairing,Quality Control Analysis,Judgment and Decision Making,Systems Analysis,Systems Evaluation,Time Management,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Auto label value
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",2.5,2.75,1.75,2.5,0.62,0.38,2.75,1.75,1.25,2.5,2.25,2.88,1.88,1.88,2.5,1.88,2.5,1.0,0.0,2.0,0.25,0.0,3.25,3.38,3.12,3.0,3.12,2.5,2.0,0.25,0.25,2.0,0.62,0.5,1.5,
47-5051.00,"Rock Splitters, Quarry",2.38,2.62,2.12,2.62,1.5,0.12,2.62,2.12,2.0,2.5,2.25,2.75,2.0,1.62,1.75,2.12,2.5,0.25,0.0,1.75,0.0,0.0,2.88,3.0,2.0,2.25,1.75,2.5,2.25,0.75,0.75,2.38,0.62,0.62,1.62,
47-5071.00,"Roustabouts, Oil and Gas",1.88,2.5,1.62,2.12,1.75,0.25,2.38,2.38,2.0,2.75,2.25,3.0,1.5,1.5,2.25,1.62,2.12,0.12,0.88,2.12,0.5,0.0,2.62,2.62,2.5,2.62,2.75,2.62,2.38,1.88,1.62,2.25,0.75,1.25,1.75,
47-5081.00,Helpers--Extraction Workers,2.5,2.62,2.25,2.38,2.25,0.5,2.88,2.62,2.25,3.12,2.38,3.25,2.0,1.88,2.25,2.0,2.62,0.0,1.0,2.75,0.38,0.0,3.38,3.0,3.12,3.0,3.12,2.62,2.62,1.88,1.62,2.25,0.88,1.5,2.0,
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",4.0,3.75,3.5,3.88,3.12,1.38,3.88,3.75,3.75,4.0,3.75,3.75,3.5,3.38,3.5,3.0,3.62,2.5,1.25,2.75,0.88,1.12,3.38,3.0,3.12,3.75,3.12,3.62,3.75,3.75,3.0,3.88,3.62,3.75,4.0,
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",3.12,3.0,3.0,3.0,1.75,1.62,3.12,3.0,2.62,3.0,3.0,2.88,2.75,2.12,2.88,2.88,3.12,2.0,1.88,3.0,2.5,1.25,3.0,2.88,2.88,3.25,3.12,3.0,2.62,2.62,2.38,3.0,0.88,1.25,2.12,
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",3.38,2.88,2.75,3.0,3.0,0.88,3.12,2.75,2.38,3.12,2.25,3.38,2.25,1.88,2.88,2.25,2.62,0.25,1.0,3.0,3.5,1.25,3.12,2.62,3.38,3.75,3.62,3.5,2.75,2.62,2.62,2.62,0.62,1.12,2.62,
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",3.62,3.38,3.12,3.12,2.25,2.0,3.75,3.0,2.88,3.25,2.75,3.0,2.62,2.25,3.0,3.0,3.25,1.75,1.38,3.12,3.25,1.62,3.25,3.25,3.25,3.75,3.25,3.62,3.0,3.0,3.12,3.0,0.75,0.88,2.38,
49-2091.00,Avionics Technicians,3.5,3.25,3.12,3.0,2.12,2.88,3.75,3.12,2.62,3.25,3.0,3.12,2.75,2.25,2.88,2.62,3.5,2.12,1.12,3.0,2.88,0.88,3.62,2.5,4.0,4.0,4.0,3.62,3.25,3.12,3.12,3.25,0.62,1.12,2.62,
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",3.0,3.0,2.75,3.0,2.75,2.12,3.38,3.12,2.75,3.12,2.75,2.88,2.38,1.75,2.88,2.75,3.0,1.25,1.25,3.0,2.88,0.88,3.38,3.0,3.75,3.88,4.0,3.62,3.0,2.88,2.75,2.88,1.75,1.75,2.25,
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",3.12,3.0,3.0,3.0,2.25,2.25,3.0,2.38,2.25,3.0,3.0,3.0,2.75,2.12,2.5,2.25,3.0,1.62,1.38,2.25,2.38,0.75,3.12,2.5,3.0,3.25,3.12,3.25,2.88,2.25,2.38,3.12,1.12,1.0,2.25,
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",4.0,3.62,3.0,3.12,2.88,2.75,3.75,3.0,3.0,3.12,3.0,3.0,2.88,2.62,2.88,2.88,3.88,2.12,2.38,3.25,2.75,2.12,3.88,3.5,3.75,3.88,3.88,3.88,3.0,3.25,3.0,3.0,1.62,1.62,2.62,
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",3.5,3.12,3.0,2.88,2.38,2.38,3.38,3.0,2.25,3.0,2.75,3.0,2.12,2.25,2.88,2.75,3.0,2.25,1.0,2.25,0.75,1.12,3.25,3.12,4.0,4.0,4.0,3.25,3.0,3.0,3.0,3.0,1.5,1.62,2.75,
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",3.12,3.0,2.88,3.0,2.25,1.5,3.12,2.38,2.25,2.88,2.88,3.0,2.38,2.5,2.38,2.88,3.0,1.75,1.38,2.75,3.0,1.12,3.0,3.0,2.88,3.62,3.62,3.0,2.88,2.25,2.38,3.0,1.25,1.12,2.12,
49-2097.00,Audiovisual Equipment Installers and Repairers,3.5,3.12,2.5,3.0,2.38,1.75,3.62,3.12,2.88,2.88,2.38,2.62,2.75,2.12,3.0,3.12,3.25,2.38,1.5,2.88,3.0,1.5,2.75,2.38,3.0,3.62,3.38,3.62,3.0,2.75,2.5,2.62,1.88,1.88,2.75,
49-2098.00,Security and Fire Alarm Systems Installers,3.25,3.12,2.88,3.0,2.12,1.25,3.5,3.0,2.38,3.12,2.88,2.88,1.88,1.88,2.62,2.88,3.0,1.75,0.88,2.0,3.12,0.88,2.88,2.75,2.62,3.25,2.75,3.12,3.0,2.5,2.5,2.88,0.75,1.0,2.0,
49-3011.00,Aircraft Mechanics and Service Technicians,4.0,3.38,3.0,3.25,2.25,2.62,4.0,3.12,2.88,3.12,3.0,3.0,2.75,2.12,3.0,2.88,3.88,2.12,1.25,3.0,2.12,0.5,4.0,3.25,4.75,4.0,4.25,3.88,3.38,3.25,3.25,3.0,0.62,1.88,2.25,
49-3021.00,Automotive Body and Related Repairers,2.88,3.0,2.12,2.75,2.0,0.25,3.0,2.25,2.12,2.88,2.88,2.88,2.25,2.12,2.62,2.75,3.0,1.62,1.0,2.5,1.75,0.75,2.88,3.0,2.75,3.0,3.25,3.0,2.75,2.25,2.25,2.75,1.38,1.75,2.25,
49-3022.00,Automotive Glass Installers and Repairers,2.5,2.75,2.38,2.62,1.75,0.5,2.75,2.38,2.12,2.62,2.62,2.5,2.12,2.0,2.25,2.62,2.5,1.12,0.62,2.38,2.75,0.12,2.62,2.62,1.75,1.88,2.0,2.75,2.38,1.88,1.88,3.0,0.5,1.0,1.88,
49-3023.00,Automotive Service Technicians and Mechanics,2.81,3.06,2.62,2.88,1.88,1.69,3.25,3.0,2.44,3.0,2.38,2.81,2.37,2.0,2.63,3.0,3.06,1.5,1.13,2.88,2.25,0.81,3.5,3.37,3.56,3.75,3.88,3.44,3.0,2.81,2.94,2.94,1.44,1.31,2.25,
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,2.88,3.0,2.5,2.88,1.75,1.62,3.25,3.0,2.5,3.0,2.62,3.0,2.38,1.88,2.62,2.38,3.0,1.12,0.75,2.88,1.75,0.62,3.12,3.12,3.25,3.5,3.75,3.25,2.88,2.38,2.38,2.88,0.75,0.88,2.12,
49-3041.00,Farm Equipment Mechanics and Service Technicians,2.88,2.88,2.5,3.0,2.5,1.62,3.62,3.0,2.62,2.88,2.5,2.38,2.12,1.62,2.38,2.0,3.0,0.88,1.0,3.0,2.12,0.75,3.12,3.25,3.88,3.88,4.12,3.12,3.0,2.75,2.5,2.75,1.5,1.12,2.0,
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",3.38,3.12,2.88,3.0,2.62,1.5,3.38,3.0,2.75,3.12,2.75,3.12,2.5,2.12,3.0,2.62,3.25,1.38,1.62,3.25,2.75,0.62,3.5,3.38,3.88,4.0,4.0,3.75,3.12,2.75,2.38,3.0,1.5,2.25,2.88,
49-3043.00,Rail Car Repairers,2.75,3.0,2.75,2.38,2.12,1.0,3.38,2.75,2.25,2.75,2.25,2.62,2.12,2.12,2.25,2.12,2.62,1.12,1.0,2.38,2.5,0.0,3.0,3.0,3.25,3.75,4.0,3.25,2.75,2.25,2.38,3.0,0.88,1.0,2.25,
49-3051.00,Motorboat Mechanics and Service Technicians,2.75,3.0,2.5,2.62,2.0,1.75,3.12,2.25,2.0,3.0,2.62,2.25,1.62,1.5,1.88,2.12,2.88,0.5,0.88,2.62,0.75,0.62,3.38,3.38,3.5,3.75,4.0,3.0,2.75,2.25,2.25,2.38,0.75,1.38,1.75,
49-3052.00,Motorcycle Mechanics,3.0,3.0,2.88,3.0,2.12,1.25,3.12,3.12,2.25,3.0,2.62,3.0,2.5,2.0,2.62,3.0,3.0,1.38,1.0,2.25,1.62,0.25,3.0,3.0,3.38,3.88,3.75,3.0,3.0,2.25,2.25,3.0,0.62,1.25,1.88,
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,2.62,2.75,2.5,2.5,2.0,1.12,3.0,2.75,2.12,2.75,2.38,2.88,2.12,1.62,2.25,2.5,2.75,0.5,0.75,2.75,0.75,0.38,3.0,3.0,3.62,3.62,3.62,3.0,2.75,2.12,2.0,2.62,1.12,1.12,1.75,
49-3091.00,Bicycle Repairers,3.0,3.0,2.5,3.0,2.0,0.38,3.12,2.5,2.38,2.88,3.12,2.5,2.62,2.62,2.75,3.0,3.0,0.75,1.5,2.62,1.75,0.12,2.25,2.0,2.88,3.0,3.12,3.12,2.75,2.12,2.12,2.88,1.12,1.25,2.12,
49-3092.00,Recreational Vehicle Service Technicians,2.88,3.25,2.75,3.12,1.75,0.88,3.5,3.12,2.38,3.0,2.75,3.12,2.62,2.5,2.62,2.88,2.88,1.0,1.0,2.62,0.88,0.5,2.88,2.88,3.12,3.5,3.88,3.12,2.88,2.38,2.5,2.75,0.62,0.75,1.75,
49-3093.00,Tire Repairers and Changers,2.0,2.5,2.12,2.25,1.88,0.0,2.38,2.0,2.25,2.25,2.25,2.12,2.0,2.12,2.25,2.62,2.25,0.0,0.5,1.62,1.0,0.0,2.75,2.88,2.0,2.62,2.75,2.38,2.12,2.0,2.0,2.62,0.75,1.62,2.25,
49-9011.00,Mechanical Door Repairers,2.88,3.0,2.88,3.0,2.5,0.0,3.0,2.25,2.12,3.0,2.88,2.88,2.75,2.25,2.62,2.88,2.88,1.12,1.5,2.5,2.75,0.0,2.88,2.75,2.88,3.0,2.75,3.25,2.62,2.0,2.12,2.88,1.0,1.5,2.25,
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",3.12,2.88,2.88,3.0,1.5,1.12,3.12,3.0,2.38,3.0,2.75,3.0,1.75,1.88,2.38,2.38,3.0,0.75,0.88,2.5,2.12,0.75,3.0,3.0,3.25,3.12,3.25,3.25,3.0,2.12,2.12,2.5,0.88,0.88,1.5,
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",3.19,3.12,3.0,3.06,2.75,1.44,3.5,3.06,2.75,3.19,3.0,3.12,2.75,2.19,2.81,2.81,3.06,2.06,1.75,2.81,3.5,0.63,3.44,3.37,3.75,3.88,3.94,3.5,3.0,2.94,3.0,3.06,1.5,1.94,2.69,
49-9031.00,Home Appliance Repairers,2.88,3.12,2.75,3.0,2.0,1.25,3.25,2.25,2.12,2.88,2.75,2.75,2.12,2.12,2.5,2.88,3.0,1.62,1.0,2.88,2.38,0.62,3.25,3.0,3.12,3.62,3.88,3.62,3.0,2.12,2.0,3.0,1.25,1.75,2.12,
49-9041.00,Industrial Machinery Mechanics,3.0,3.0,2.75,3.0,2.5,1.5,3.5,3.12,2.88,3.12,2.12,3.0,1.75,1.75,2.75,2.25,3.0,1.75,1.88,3.12,3.0,1.5,4.0,4.0,4.12,4.0,4.0,3.75,3.0,2.88,2.88,3.0,0.88,0.88,2.12,
49-9043.00,"Maintenance Workers, Machinery",2.88,3.0,2.25,2.75,1.62,0.75,3.0,2.12,1.88,2.75,2.12,3.0,2.12,2.12,2.12,2.12,2.88,1.75,1.12,2.75,2.25,0.75,3.62,3.25,3.88,3.25,3.75,3.12,2.38,2.12,2.0,2.38,0.75,1.0,1.88,
49-9044.00,Millwrights,3.0,3.0,2.88,3.0,2.75,0.62,3.12,3.12,2.88,3.12,2.88,3.5,2.88,2.75,3.12,2.88,3.0,1.12,1.75,2.5,3.38,0.62,3.88,3.5,3.88,3.88,3.88,3.38,3.0,2.75,2.88,3.25,1.62,1.62,2.62,
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",2.62,2.88,2.25,2.75,1.75,0.0,3.0,2.12,2.12,2.75,2.38,2.75,1.75,1.88,2.38,2.0,2.12,1.25,0.75,1.88,0.38,0.0,3.25,3.0,2.75,2.88,2.75,2.75,2.62,1.62,1.38,2.5,0.62,0.88,1.88,
49-9051.00,Electrical Power-Line Installers and Repairers,3.0,3.25,2.75,2.88,1.88,1.0,3.0,3.0,2.75,3.0,2.62,3.25,2.75,2.12,2.62,2.5,3.0,1.62,1.12,2.12,2.38,0.25,3.25,3.25,3.0,3.38,3.25,3.12,3.0,3.0,3.0,2.88,0.38,0.62,3.0,
49-9052.00,Telecommunications Line Installers and Repairers,3.0,3.0,2.88,2.75,1.75,1.12,3.12,2.62,2.0,2.88,2.88,3.0,2.25,2.12,2.12,2.88,3.0,1.0,0.88,2.0,1.88,0.62,3.0,3.0,2.75,3.12,2.75,3.0,3.0,2.38,2.38,2.75,0.75,0.75,1.88,
49-9061.00,Camera and Photographic Equipment Repairers,3.5,3.12,3.0,3.0,2.5,1.88,3.38,3.12,2.25,2.88,2.5,2.25,2.12,2.0,0.88,2.25,3.12,1.75,2.25,3.12,1.38,1.25,3.0,1.75,3.62,3.62,3.88,3.38,3.0,2.12,2.12,3.0,1.75,1.88,1.62,
49-9062.00,Medical Equipment Repairers,3.75,2.88,2.88,2.88,3.12,2.25,3.62,3.25,2.88,3.25,2.75,2.88,2.75,2.5,3.12,2.88,3.12,2.12,2.0,3.12,2.0,0.62,3.62,3.0,4.0,4.0,4.0,3.62,3.12,3.0,3.12,2.75,1.5,2.12,2.75,
49-9063.00,Musical Instrument Repairers and Tuners,3.0,3.0,2.75,3.0,2.0,1.25,3.25,3.0,2.5,3.0,2.88,2.38,2.88,2.75,2.88,2.88,2.88,1.75,1.38,2.62,0.5,0.25,3.0,2.5,2.88,3.12,3.12,3.5,3.0,2.75,2.75,3.12,1.88,2.12,2.25,
49-9064.00,Watch and Clock Repairers,2.88,3.0,2.25,2.75,2.0,1.25,3.0,2.25,1.62,2.25,2.5,2.12,2.12,1.62,1.62,2.75,2.88,1.0,1.12,2.25,0.62,0.0,2.5,2.12,3.12,3.12,3.5,3.0,3.0,1.88,2.0,2.25,1.5,1.5,1.88,
49-9071.00,"Maintenance and Repair Workers, General",3.12,3.0,2.88,3.0,2.25,1.12,3.12,3.12,2.38,3.12,2.62,3.0,2.25,2.38,2.38,2.25,3.0,2.12,1.88,3.0,3.12,0.5,3.12,3.12,3.88,3.75,3.88,3.25,2.88,2.25,2.25,2.88,1.25,1.5,2.25,
49-9081.00,Wind Turbine Service Technicians,3.25,3.12,2.75,3.0,2.75,2.0,3.12,3.12,3.0,3.12,2.75,3.25,1.75,1.88,2.88,2.12,3.0,1.0,1.5,2.88,1.12,0.62,3.25,3.12,3.75,4.0,3.88,3.12,3.0,3.12,3.0,2.88,1.0,2.25,2.5,
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",2.88,2.88,2.5,2.62,2.0,0.62,2.88,2.12,1.75,3.0,2.5,2.62,1.75,1.5,1.62,2.62,2.75,0.5,0.0,2.12,1.62,0.38,3.0,3.0,3.0,3.0,3.0,2.88,2.62,2.75,2.25,2.75,1.25,1.25,1.62,
49-9092.00,Commercial Divers,3.5,3.62,3.0,3.38,2.12,2.25,3.75,3.12,3.0,3.25,3.0,3.12,2.62,2.62,3.12,2.38,3.12,1.75,0.88,2.88,2.38,0.0,3.62,3.12,3.0,3.12,3.25,3.25,3.25,2.75,2.5,3.12,0.88,1.38,3.0,
49-9094.00,Locksmiths and Safe Repairers,3.0,3.0,2.38,3.0,2.12,0.0,3.12,2.88,2.25,2.75,2.5,2.62,2.25,2.12,2.12,2.25,2.88,0.25,1.25,2.12,2.0,0.75,2.38,3.0,3.0,3.0,3.12,3.0,2.75,2.25,2.12,2.88,1.25,1.38,2.12,
49-9095.00,Manufactured Building and Mobile Home Installers,3.12,2.88,2.88,2.88,2.88,0.88,3.25,3.0,3.12,3.38,2.75,3.62,3.0,2.75,3.12,2.75,3.25,2.0,1.5,2.62,2.38,0.0,3.12,3.25,2.62,3.25,3.38,3.62,3.0,2.62,2.88,3.12,2.12,2.38,3.12,
49-9096.00,Riggers,2.38,3.0,2.38,2.75,1.0,0.5,3.0,2.25,1.12,3.12,2.5,3.12,2.12,2.12,2.12,2.25,3.0,2.12,0.62,2.75,1.75,0.0,3.12,3.25,2.5,2.88,2.62,3.0,3.0,2.12,2.12,2.88,0.38,0.38,2.88,
49-9097.00,Signal and Track Switch Repairers,2.88,3.0,3.0,2.5,2.25,0.88,3.38,3.0,2.75,3.12,2.12,2.75,2.12,2.12,2.75,2.12,3.0,0.25,0.62,2.75,2.62,0.88,3.75,3.0,3.88,4.0,3.88,3.88,2.88,2.25,2.25,3.0,0.75,0.88,2.12,
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",2.12,2.75,2.0,2.38,1.62,0.12,2.75,2.5,2.12,2.62,2.0,2.88,1.75,1.5,2.0,2.0,2.12,0.75,0.62,2.38,2.25,0.38,3.0,3.0,3.25,3.12,3.25,3.0,2.62,2.12,1.88,2.5,0.38,0.62,1.5,
49-9099.01,Geothermal Technicians,3.12,3.0,3.0,3.0,3.12,2.0,3.12,3.0,2.25,3.62,2.25,3.12,2.25,2.12,2.62,2.38,2.88,1.62,1.5,2.88,3.12,1.12,4.0,3.75,3.25,3.75,3.62,3.25,3.0,3.0,3.0,3.0,1.38,1.75,2.25,
51-1011.00,First-Line Supervisors of Production and Operating Workers,3.75,4.0,3.62,3.75,2.88,0.62,3.75,3.12,3.12,3.88,3.88,3.88,3.12,3.12,3.12,2.88,3.62,2.75,1.25,2.25,0.12,0.38,3.38,2.75,2.12,2.5,2.12,3.12,3.25,3.0,3.0,3.88,2.62,2.62,3.75,
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",3.12,3.12,3.0,3.0,2.75,1.5,3.12,3.0,2.88,3.12,2.25,2.88,2.25,2.25,2.88,2.38,2.88,1.38,1.88,2.88,3.0,1.0,3.0,2.88,3.0,2.88,3.12,3.75,3.0,2.88,2.62,3.0,1.38,1.62,2.38,
51-2021.00,"Coil Winders, Tapers, and Finishers",2.75,2.88,2.0,2.5,1.12,0.0,2.88,1.88,1.88,3.0,2.25,2.88,1.25,1.12,2.12,1.5,1.88,0.62,0.75,0.62,0.12,0.0,3.12,3.12,0.62,1.88,0.38,2.25,2.5,1.5,1.25,2.12,0.5,0.5,1.0,
51-2022.00,Electrical and Electronic Equipment Assemblers,3.12,2.88,2.62,2.75,2.0,1.5,3.0,2.75,2.0,2.88,2.5,2.88,1.88,1.88,2.5,2.38,2.5,0.62,0.75,1.5,1.62,0.25,3.0,2.88,1.5,2.0,1.75,2.5,2.62,1.5,1.5,2.75,0.5,0.88,2.0,1.0
51-2023.00,Electromechanical Equipment Assemblers,3.0,2.75,2.12,2.62,1.88,2.0,2.88,2.12,1.62,2.75,1.75,2.0,1.62,1.62,1.5,1.75,2.12,0.75,1.0,2.0,1.0,0.5,3.0,2.25,2.88,3.12,2.75,3.25,2.38,1.88,1.5,2.62,0.62,0.75,1.62,
51-2031.00,Engine and Other Machine Assemblers,3.12,3.0,2.25,2.88,2.0,1.62,3.0,2.25,2.0,3.0,2.12,2.25,2.0,2.0,2.25,2.0,2.25,0.75,1.0,2.25,1.38,0.75,3.12,2.88,2.88,3.0,2.88,3.25,2.5,2.0,2.0,2.25,0.62,1.12,2.12,
51-2041.00,Structural Metal Fabricators and Fitters,2.38,3.0,2.0,2.5,1.88,0.62,2.25,1.62,0.75,2.5,2.25,2.62,2.12,1.75,1.88,1.75,2.25,1.25,0.5,1.5,0.25,0.0,2.38,2.38,0.88,2.0,0.88,2.5,2.38,0.5,0.5,2.38,0.0,0.12,2.0,
51-2051.00,Fiberglass Laminators and Fabricators,2.75,2.88,2.5,2.62,2.12,1.0,2.88,2.75,2.75,3.12,2.38,2.62,2.5,2.25,2.75,2.12,2.88,0.25,0.88,1.5,0.0,0.0,3.0,3.0,1.12,2.25,1.12,2.88,2.62,2.0,2.12,2.62,0.88,1.5,2.25,
51-2061.00,Timing Device Assemblers and Adjusters,2.62,2.62,2.38,2.62,1.62,1.75,2.88,2.25,2.0,2.62,2.38,2.0,1.88,0.88,2.25,2.38,2.75,0.88,0.88,2.5,1.25,0.5,2.5,2.62,2.88,2.62,3.12,2.75,2.62,1.88,2.0,2.62,0.75,0.62,1.62,
51-2092.00,Team Assemblers,2.88,3.0,2.88,3.0,1.5,0.0,2.88,2.12,2.12,3.0,3.0,3.25,2.38,2.25,2.88,2.25,2.62,0.62,0.5,1.5,0.0,0.62,3.0,2.75,2.0,2.12,2.0,3.0,2.75,2.0,2.0,2.75,1.12,1.25,2.5,
51-3011.00,Bakers,2.75,2.75,2.12,2.88,2.12,0.88,3.0,3.0,2.0,2.88,2.62,2.88,1.75,1.88,2.0,2.25,2.0,1.88,0.88,0.62,0.0,0.0,2.62,2.0,0.5,1.25,0.12,2.25,2.75,2.0,2.0,2.75,0.88,1.38,1.62,
51-3021.00,Butchers and Meat Cutters,3.0,3.0,2.75,3.0,2.0,0.25,3.0,2.12,2.0,2.88,2.88,2.75,2.88,2.75,2.25,2.88,2.5,1.0,0.5,0.88,0.0,0.12,2.12,2.0,1.12,1.88,1.0,2.0,2.38,2.0,2.0,3.0,2.0,1.75,3.0,
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",2.25,2.25,2.12,2.62,1.88,0.0,2.88,2.25,2.25,2.62,2.38,2.38,2.12,2.12,2.12,2.38,2.12,0.12,0.25,1.38,0.0,0.0,2.38,2.12,1.25,2.0,1.25,2.12,2.12,1.12,1.12,2.12,0.88,1.0,2.25,
51-3023.00,Slaughterers and Meat Packers,1.75,2.25,1.0,1.88,0.75,0.0,1.88,1.5,1.25,1.88,1.75,1.88,0.88,1.12,1.62,1.75,1.75,0.12,0.0,0.5,0.0,0.0,2.0,2.12,0.75,1.38,0.75,2.0,1.75,1.12,1.12,1.88,0.5,0.62,1.5,
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",2.88,2.88,2.88,2.88,0.75,0.88,3.0,2.62,2.5,3.0,2.12,3.0,2.25,2.12,2.62,2.12,2.75,1.5,0.5,2.0,0.62,0.25,3.62,3.12,2.25,2.25,2.0,2.88,2.62,1.62,1.5,2.12,0.25,0.5,2.0,
51-3092.00,Food Batchmakers,3.0,3.0,2.88,3.0,2.38,1.75,2.88,2.12,2.0,3.0,2.62,3.0,2.12,2.0,2.12,2.12,2.62,1.75,0.5,0.88,0.0,0.12,3.0,2.88,1.25,2.0,0.62,2.12,2.38,1.5,1.5,2.5,0.38,0.62,2.12,
51-3093.00,Food Cooking Machine Operators and Tenders,2.75,3.0,2.62,2.38,1.88,1.38,2.38,2.38,2.0,2.88,2.38,2.75,1.62,1.62,2.12,2.12,2.38,0.75,0.38,0.5,0.0,0.25,3.12,2.88,1.12,1.75,0.38,2.12,2.25,1.38,1.62,2.25,0.75,1.0,2.0,
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",2.88,2.62,2.0,2.5,2.5,1.12,2.75,2.25,2.12,3.25,2.38,3.0,1.88,1.5,2.25,1.75,2.62,1.38,0.88,2.5,1.62,0.5,3.62,3.5,2.62,2.75,2.88,3.38,2.75,2.25,2.25,2.5,0.75,1.25,1.88,
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",2.88,3.0,2.75,2.88,2.12,0.62,2.88,2.12,2.25,3.12,2.38,2.62,2.12,2.12,2.25,2.12,2.75,1.12,0.88,1.75,1.0,0.25,3.0,3.0,2.25,2.75,2.12,2.88,2.62,1.75,1.75,2.62,0.38,0.5,2.25,
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",2.88,2.75,2.62,2.75,2.5,0.38,3.0,3.0,2.75,3.0,2.5,3.0,1.75,1.62,2.88,2.0,2.75,1.12,0.88,2.38,2.0,0.62,4.0,3.88,3.0,3.0,2.88,3.88,2.88,2.75,2.38,3.0,0.88,1.25,2.62,
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",2.88,2.75,2.38,2.75,2.38,0.88,2.75,2.25,2.0,3.0,2.0,2.5,1.75,1.88,2.5,1.62,2.62,1.25,0.75,1.5,0.88,0.12,3.5,3.5,2.75,2.88,2.5,3.38,2.75,1.5,1.5,2.62,0.5,0.75,1.88,
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.88,3.0,2.75,3.0,2.25,0.62,3.12,2.38,2.12,3.12,2.25,2.25,2.0,1.88,2.0,2.0,2.75,1.88,1.12,2.25,1.5,0.25,3.5,3.12,2.38,2.75,2.38,2.88,2.75,2.12,2.0,2.38,0.5,0.75,2.12,
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.88,2.62,2.0,2.5,3.0,0.5,2.88,2.25,2.0,3.0,2.25,2.5,1.62,1.38,2.12,1.75,2.75,1.0,0.75,2.12,0.62,0.75,3.62,3.62,2.5,2.62,2.5,3.5,2.88,2.25,2.12,2.25,0.75,1.12,1.88,
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3.0,2.88,2.12,2.62,2.25,0.75,3.0,2.0,1.75,3.0,2.12,2.62,1.38,1.0,2.12,1.5,2.5,0.88,0.75,2.25,0.88,0.62,2.88,3.12,2.5,2.62,2.12,3.12,2.38,2.0,1.75,2.25,0.75,0.62,1.62,
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",2.75,3.0,2.25,2.62,2.75,0.62,2.88,2.5,1.88,3.0,2.25,2.62,1.62,1.5,2.12,1.75,2.5,1.62,0.75,1.88,1.25,0.75,3.5,3.25,2.25,2.75,2.12,3.0,2.38,1.88,1.75,2.62,0.62,0.75,1.75,
51-4041.00,Machinists,3.0,2.88,2.62,3.0,2.75,0.75,3.12,2.88,2.38,3.12,2.75,3.0,2.12,2.12,2.75,2.12,3.0,1.88,1.88,2.62,2.38,1.12,3.25,3.38,2.88,2.88,2.75,3.0,2.75,2.12,2.25,2.62,0.75,1.0,2.0,
51-4051.00,Metal-Refining Furnace Operators and Tenders,2.88,3.0,2.75,2.88,2.62,1.62,3.0,2.12,2.0,3.12,2.38,2.25,2.25,2.0,2.12,2.12,2.88,0.75,0.25,2.0,0.0,0.0,3.88,3.75,2.88,2.75,2.25,3.12,2.75,2.12,2.12,2.88,0.88,1.75,2.38,
